ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,avg_growth,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PEG,PriceIndex_6m,percenFCFpersharetoprice,clusterno_kmeans
CTW.bk,SET,2025-02-04,Electrical Equipment & Parts,Industrials,2578926080.0,1.444,-0.0067000003,0.31653476,42.948,-0.0116,2.284,0.01,1636509000.0,2662485000.0,43291574.0,2024-09-30,67873500.0,-0.0165,7.968233999947238,0.303568302278582,3.1600000858306885,4.239999771118164,0.016786667262677,0.0100701638569395,0.0263185131696368,171.60000858306884,316.00000858306885,0.396574709760232,0.7452830793425584,0.4569620129046315,0
CV.bk,SET,2025-02-04,Utilities - Renewable,Utilities,2498959104.0,0.008,-1.10965,0.0831793,187.33,-0.60165,0.979,-0.7,2057414324.0,-420194815.0,-379325525.0,2024-09-30,28168741.0,0.0546,-0.9202537965080064,1.5210935991841357,0.0900000035762786,0.209999993443489,-0.1517934104615103,-0.2316888620706021,0.0112721896708558,-0.1171428622518267,-0.1285714336803981,0.0013971301630949,0.4285714589819626,0.0888888853567619,1
CWT.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,1813454848.0,0.177,-0.04782,0.2296451,80.138,-0.15382,0.691,-0.07,2799256000.0,-320455000.0,108242574.0,2024-09-30,48276500.0,0.0621,-1.911022868925077,1.197963156349166,0.6700000166893005,1.0199999809265137,0.0596885961177236,0.0436673109297599,0.0266212859135933,-7.042857381275722,-9.57142880984715,0.0500853703296127,0.6568627737431016,0.2641790978970681,0
DCC.bk,SET,2025-02-04,Building Products & Equipment,Industrials,16244859904.0,0.005,0.15831,2.018229,30.162,0.16599001,1.198,0.12,7256964000.0,488716000.0,1375388720.0,2024-09-30,307056500.0,0.2865,-0.1102110963067306,0.3537633649622293,1.5499999523162842,1.9095691442489624,0.084666086880893,0.1775684923725224,0.0189017635002437,12.874999602635702,12.916666269302368,-1.1719932658462755,0.8117014023736242,0.0032258065508506,2
DCON.bk,SET,2025-02-04,Building Materials,Basic Materials,2567283712.0,0.015,0.110369995,0.5940594,34.464,0.05465,2.689,0.02,1977359936.48,1184797305.28,103686956.08,2024-09-30,-1954879.785,0.0389,-0.01021542530796,0.1738066918461184,0.2899999916553497,0.3300000131130218,0.0403878058335922,0.0327899431156338,-0.0007614584145345,13.749999582767485,14.499999582767488,-14.194220157890804,0.8787878185811693,0.0517241394193788,0
DDD.bk,SET,2025-02-04,Household & Personal Products,Consumer Defensive,201548000.0,9.126,0.00488,0.53605217,1.568,0.0013600001,16.071,0.04,928355000.0,3742566000.0,-19499003.0,2024-09-30,-29644000.0,-0.0058,3.3746654914972205,0.5034004892291805,7.650000095367432,9.789384841918944,-0.0967461994165161,-0.0041745520851241,-0.1470815885049715,-36.89999761581419,191.2500023841858,0.5667228436894197,0.7814587146078379,1.1929411615989889,0
DELTA.bk,SET,2025-02-04,Electrical Equipment & Parts,Industrials,1554287951872.0,1.009,0.13344,20.274637,1.825,0.30384,2.21,1.73,37612858000.0,44432178000.0,20360557490.0,2024-09-30,7211490500.0,0.1942,0.2269888084877552,1.3414071348624987,125.5,95.25,0.0130996045266113,0.2481631855216688,0.0046397390466254,71.96011560693641,72.54335260115607,3.195899969009678,1.3175853018372703,0.0080398406374501,2
DEMCO.bk,SET,2025-02-04,Engineering & Construction,Industrials,4086192384.0,0.105,-0.24791001,0.57817584,47.429,-0.16248,0.796,-0.72,4508097000.0,-484380000.0,6331000.0,2024-09-30,-197109000.0,-0.0291,0.1111257440562264,0.2318252288329118,2.859999895095825,3.680000066757202,0.0015493641525029,0.0015734207947527,-0.0482378168908064,-3.8263887431886463,-3.97222207652198,-0.3574529115874491,0.7771738704385521,0.036713288059922,0
DITTO.bk,SET,2025-02-04,Information Technology Services,Technology,10597810176.0,0.979,0.17902,3.5148914,1.082,0.13848,2.428,0.63,2199039000.0,1341540000.0,470412434.0,2024-09-30,97965500.0,0.2471,0.2775173461561204,1.341762792355885,13.5,11.199999809265137,0.0443877014390486,0.1328631373569125,0.0092439379808721,19.874603174603177,21.428571428571427,0.7721525059740427,1.205357163384253,0.0725185185185185,0
DMT.bk,SET,2025-02-04,Infrastructure Operations,Industrials,13676402688.0,0.344,0.42417,1.4746801,5.682,0.117019996,0.572,0.86,9213400000.0,-258380000.0,1275308063.0,2024-09-30,341761000.0,0.1031,-0.1460451223735984,0.3022976201725153,10.5,11.478370666503906,0.0932487944449738,0.1424126426294972,0.0249891004086819,11.809302325581395,12.209302325581396,-0.8359952134757873,0.9147639769676562,0.0327619047619047,2
DOHOME.bk,SET,2025-02-04,Home Improvement Retail,Consumer Cyclical,40479248384.0,0.063,0.02315,1.862245,141.503,0.057690002,0.971,0.22,18786909000.0,-453718000.0,1211365271.0,2024-09-30,-236734500.0,0.1045,-0.1737608588424852,1.662091081624287,7.050000190734863,10.199999809265137,0.0299255870442201,0.0660749823094081,-0.0058482928772356,31.75909177606756,32.045455412431195,-1.84422749898356,0.6911765022123842,0.0089361699710015,0
DREIT.bk,SET,2025-02-04,REIT - Hotel & Motel,Real Estate,4920801792.0,0.585,0.78945,0.64868987,36.697,0.07919,6.66,0.55,7509009000.0,287356000.0,513330437.0,2024-09-30,114992000.0,0.0572,0.0548121655083381,0.2512465882580018,5.099999904632568,4.423506259918213,0.1043184543288347,0.0658422786773066,0.0233685494479676,8.209090735695579,9.272727099331942,1.6917279245099983,1.1529315445632178,0.1147058844978834,2
DRT.bk,SET,2025-02-04,Building Products & Equipment,Industrials,6917266944.0,0.013,0.1092,2.5025194,20.403,0.22459999,1.75,0.67,2271954000.0,641989000.0,687589611.0,2024-09-30,122538500.0,0.2854,0.0581446259715875,0.0412612453432893,7.400000095367432,7.55116605758667,0.0994019193659154,0.235965360681386,0.0177148722164451,11.025373276667809,11.044776261742436,1.899535180970892,0.979981110060828,0.0017567567341165,2
DTCENT.bk,SET,2025-02-04,Scientific & Technical Instruments,Technology,544020800.0,0.778,0.17052001,0.8841733,4.99,0.08557,6.298,0.07,515433000.0,1089916000.0,126844000.0,2024-09-30,-2313000.0,0.1223,-0.4504858014620145,0.6175014611557555,0.9800000190734864,1.090000033378601,0.2331602026981321,0.0790133484992982,-0.0042516756712243,2.885714558192661,14.000000272478374,-0.3107756166130547,0.8990825587737323,0.7938775355693752,2
DTCI.bk,SET,2025-02-04,Business Equipment & Supplies,Industrials,190049552.0,18.918,0.01801,0.7580314,5.826,0.0064499998,4.782,-0.39,182558502.22,227404511.1,-2582603.71,2024-09-30,413817.3500000001,0.0309,-0.6326586857687967,0.8962205396021437,31.75,30.25,-0.0135891070661403,-0.0062996017350085,0.0021774181819697,-32.90256410256411,-81.41025641025641,1.2867958386017884,1.0495867768595042,0.5958425196850393,0
DUSIT.bk,SET,2025-02-04,Lodging,Consumer Cyclical,24950693888.0,2.107,-0.058379997,3.955288,173.159,-0.05924,0.658,-0.96,33676309000.0,-1621233000.0,-165529000.0,2024-09-30,-1187195000.0,-0.0404,-0.988035392303388,1.2171311082127636,9.5,9.800000190734863,-0.0066342443518018,-0.0051638935437245,-0.0475816426320303,-7.701041666666667,-9.895833333333334,0.1001566685811058,0.9693877362350982,0.2217894736842105,0
EA.bk,SET,2025-02-04,Utilities - Renewable,Utilities,85479456768.0,0.345,0.19386,0.25302923,157.431,0.088470004,0.992,0.53,84977996000.0,3137825000.0,4644965758.0,2024-09-30,1450386500.0,0.0949,0.0906252549492855,1.7893311332930282,2.9600000381469727,3.5,0.054340141288063,0.0527143219604116,0.0169676616445574,4.933962336126363,5.584905732352778,0.6162637264279284,0.8457142966134208,0.1165540525519647,0
EASON.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,347207808.0,0.641,0.14741999,0.5714286,2.278,0.10469,5.011,0.13,506333205.44,514425825.37,40995114.92,2024-09-30,16373586.54,0.044,-0.0669980948877169,0.4519170763518462,1.1100000143051147,1.1100000143051147,0.1180708324393442,0.0401614031153555,0.0471578868986725,3.607692417731652,8.538461648500883,-1.2744334988645,1.0,0.577477470035242,0
ECL.bk,SET,2025-02-04,Credit Services,Financial Services,4121238528.0,0.021,0.15113,0.51834595,167.83,0.03269,2.839,0.05,3619189759.78,-148587750.46,-363876.2199999997,2024-09-30,-42993520.865,0.0329,-0.2107896975774791,1.550104640515129,0.8399999737739563,0.7300000190734863,-8.829292881928521e-05,-0.0001048452743999,-0.010432184541831,16.379999475479124,16.799999475479126,-0.7970028738859031,1.1506848655155948,0.025000000780537,0
EGCO.bk,SET,2025-02-04,Utilities - Independent Power Producers,Utilities,150136061952.0,91.668,-0.20719999,0.52181333,126.791,-0.07484,1.749,-16.57,180396390000.0,31041158000.0,6224471000.0,2024-09-30,856269500.0,0.0343,-0.0564795334243429,1.014704222829687,107.5,93.50399780273438,0.041458866837669,0.0294388156639046,0.0057032899948698,-0.9554616777308385,-6.487628243814122,1.1486688806494143,1.1496834630193355,0.8527255813953489,0
EKH.bk,SET,2025-02-04,Medical Care Facilities,Healthcare,3603015680.0,2.111,0.24306999,2.2349272,3.315,0.14895001,6.168,0.41,1002242000.0,1420337000.0,336413873.0,2024-09-30,38313000.0,0.1633,0.1753378264481799,0.2070411099749602,6.5,6.095999717712402,0.0933700829744931,0.138866007259206,0.0106335923578328,10.704878048780486,15.853658536585368,0.9041778866393568,1.0662730152551916,0.3247692307692308,2
EMC.bk,SET,2025-02-04,Engineering & Construction,Industrials,1632225280.0,0.01,-0.85195,0.5426357,49.671,-0.31906998,1.334,-0.03,1131859000.0,278608000.0,-481598932.0,2024-09-30,-83107000.0,-0.1731,0.7073462811142486,0.7601434464309194,0.0700000002980232,0.0700000002980232,-0.2950566554146251,-0.3414464372438348,-0.0509163784058043,-2.0000000099341078,-2.333333343267441,-0.0329871437168207,1.0,0.1428571422489322,1
EP.bk,SET,2025-02-04,Utilities - Renewable,Utilities,7017849344.0,0.137,-0.61836,0.37974682,115.117,-0.14408,0.183,-0.99,8957231959.4,-4336850245.68,-17466209.53,2024-09-30,-399645283.24,0.0001,-1.2884762967195251,0.1714789019108878,1.4800000190734863,2.0799999237060547,-0.0024888265156237,-0.0037802525012457,-0.0569469738733679,-1.3565656758318043,-1.4949495142156428,0.011602460348101,0.7115384968074834,0.0925675663746039,0
EPG.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,16742723584.0,0.568,0.08218,0.7520828,37.871,0.09236,2.086,0.29,11535679830.0,4050191471.0,732813140.0,2024-09-30,43067145.0,0.0781,-0.1139917670998456,1.4777919074698396,3.299999952316284,4.041428565979004,0.0437690520495903,0.0470177846234995,0.002572290271886,9.420689490745808,11.379310180400982,-0.9982571961038044,0.816542937340496,0.1721212146082966,0
ERW.bk,SET,2025-02-04,Lodging,Consumer Cyclical,34562150400.0,0.332,0.15038,2.4337869,203.448,0.16718,0.753,0.24,23144176000.0,-827780000.0,1398623913.0,2024-09-30,-471191000.0,-0.0197,6.396254683043904,1.2704441558885051,3.440000057220459,3.5999999046325684,0.0404669239851464,0.0626724813899161,-0.013633150557669,12.95000023841858,14.333333571751911,0.0224089475513674,0.9555555967637062,0.0965116263016164,0
ETC.bk,SET,2025-02-04,Utilities - Renewable,Utilities,4055379968.0,0.79,0.101330005,1.0965251,52.16,0.02713,2.562,0.04,2718372000.0,1172854000.0,185770842.0,2024-09-30,83786000.0,0.0578,-0.2255174320925874,1.152389461220629,1.4800000190734863,1.809999942779541,0.0458084922907031,0.0477409541363056,0.0206604561498884,17.250000476837158,37.00000047683716,-1.640671416551364,0.8176795943986122,0.5337837769046503,0
ETL.bk,SET,2025-02-04,Integrated Freight & Logistics,Industrials,428121984.0,0.235,0.042379998,0.5821596,25.245,0.090050004,2.475,0.03,436583000.0,256957000.0,28513951.0,2024-09-30,9490000.0,0.1708,-0.4091997585662922,2.1556968251134543,0.6100000143051147,0.8100000023841858,0.0666023985350866,0.0411136358393171,0.0221665795139359,12.50000047683716,20.33333381017049,-0.4969048339962889,0.7530864351970578,0.3852458926049398,0
EVER.bk,SET,2025-02-04,Real Estate - Development,Real Estate,3787579392.0,0.009,-0.16299,0.22321428,147.987,-0.1278,1.897,-0.06,325698000.0,2498273000.0,-45421915.0,2024-09-30,192997500.0,0.0104,-0.4970747960738044,-0.0853854343069618,0.1000000014901161,0.1299999952316284,-0.0119923334401751,-0.0160844126940397,0.0509553675383393,-1.5166666915019356,-1.6666666915019357,0.0335294950511728,0.7692308089084189,0.0899999986588955,0
FANCY.bk,SET,2025-02-04,"Furnishings, Fixtures & Appliances",Consumer Cyclical,22481650.0,0.314,0.11328,0.25849336,0.036,0.01411,41.264,0.02,329888745.03,519393081.27,36861015.88,2024-09-30,11907460.795,-0.0644,-2.164107535795083,0.840519054172441,0.3499999940395355,0.3600000143051147,1.6396045610531256,0.0434025723128793,0.5296524407683599,1.799999701976776,17.499999701976776,-0.0808647417585344,0.9722221670327386,0.8971428724211092,2
FE.bk,SET,2025-02-04,Advertising Agencies,Communication Services,1331675008.0,12.345,0.17149,0.95257115,0.124,0.091630004,1.462,17.91,1506124000.0,89152000.0,112750709.94,2024-09-30,27332000.0,0.0294,-0.1006502124416013,0.4566475943879129,193.0,190.0,0.084668338192617,0.0706778701240412,0.0205245272576295,10.086823003908432,10.77610273590173,-1.0706487820037318,1.0157894736842106,0.0639637305699482,0
FM.bk,SET,2025-02-04,Farm Products,Consumer Defensive,3520115456.0,0.182,0.06979,1.2950755,21.149,0.22022,1.411,0.57,2238243000.0,1367940000.0,460302019.0,2024-09-30,126160891.5,0.1762,-0.644581534543636,0.6812160269302069,3.299999952316284,4.14951229095459,0.130763329996867,0.1276424460433649,0.0358399868063872,5.47017535494085,5.789473600554885,-0.0898175527887846,0.7952741722225682,0.055151515948433,2
FMT.bk,SET,2025-02-04,Metal Fabrication,Industrials,2923939328.0,0.511,-0.00634,1.0598791,93.609,-0.02994,1.605,-0.95,437310000.0,1151227000.0,-114372447.0,2024-09-30,-404294000.0,0.0767,-0.437511610562862,-0.1382247341512791,33.0,34.75,-0.0391158755945294,-0.0719986043762279,-0.1382703109221287,-34.19894736842105,-34.73684210526316,0.7939638918513259,0.9496402877697842,0.0154848484848484,0
FN.bk,SET,2025-02-04,Apparel Retail,Consumer Cyclical,903292992.0,0.154,-0.47911,0.58597505,12.468,-0.19471,6.455,-0.2,1021664000.0,114971000.0,-245970602.0,2024-09-30,-2765500.0,-0.0906,0.4905089441918848,0.6011778863403946,0.6000000238418579,1.1299999952316284,-0.2723043399854031,-0.2164024528542584,-0.0030615758391713,-2.230000119209289,-3.0000001192092896,-0.0611609666802671,0.5309734746670237,0.2566666564676501,1
FNS.bk,SET,2025-02-04,Asset Management,Financial Services,18077706240.0,0.22,0.08828,0.1902917,188.642,-0.08758,0.517,-2.2,21136465000.0,-3370749000.0,-428406000.0,2024-09-30,-407318000.0,0.0078,3.3590880255069906,0.863542186853043,1.659999966621399,2.680000066757202,-0.0236980286277735,-0.0241141983807463,-0.0225315089532066,-0.6545454393733631,-0.754545439373363,-0.0022462806382082,0.6194029571909666,0.1325301231467892,0
FORTH.bk,SET,2025-02-04,Electronic Components,Technology,16698839040.0,0.881,0.0367,3.8530467,155.58,0.165,0.859,0.23,5829966000.0,-1386195000.0,493558391.0,2024-09-30,-21041000.0,0.225,0.1028371868452309,1.8175904498249047,8.699999809265137,9.27522087097168,0.0295564493925441,0.1110674674730088,-0.0012600277150764,33.99565134463103,37.826086127239726,3.678249793449489,0.9379830335354288,0.1012643700361661,0
FPT.bk,SET,2025-02-04,Real Estate - Development,Real Estate,81650089984.0,0.491,0.110240005,0.54126334,143.275,0.04541,1.774,0.62,58815562000.0,19896575000.0,2329481000.0,2024-09-30,970666500.0,0.0351,-0.0490211163767983,-0.0066958208323736,8.5,13.368203163146973,0.0285300481659785,0.0295949403584354,0.0118881252940469,12.917741935483871,13.709677419354838,-2.7966881280255,0.6358371350483754,0.0577647058823529,0
FTE.bk,SET,2025-02-04,Security & Protection Services,Industrials,1056217856.0,0.091,0.07929,1.1769291,11.476,0.1107,3.269,0.18,371243000.0,588750000.0,156348219.54,2024-09-30,16427000.0,0.1097,0.1245103670986202,0.4498530829323563,1.5299999713897705,1.4677622318267822,0.148026487766554,0.1628639162368892,0.015552662650687,7.994444285498726,8.499999841054281,0.6826740647484985,1.0424031482848055,0.0594771252951988,2
FTREIT.bk,SET,2025-02-04,REIT - Industrial,Real Estate,44207194112.0,0.08,0.6742,0.87224215,36.006,0.07672,0.103,0.73,50698927539.0,-3239112412.0,2983568622.0,2024-09-30,358858699.0,0.0633,0.0318375907378252,0.0069870206023575,10.100000381469728,9.643585205078123,0.067490567585924,0.0628651547423041,0.00811765383912,13.726027919821544,13.835616960917434,4.345685914129099,1.047328370796295,0.0079207917800453,0
GABLE.bk,SET,2025-02-04,Information Technology Services,Technology,2575640064.0,1.638,0.03946,0.8737553,62.954,0.11761,1.424,0.32,816508000.0,1587946000.0,327195567.0,2024-09-30,24797500.0,0.1592,0.1028445496072427,0.8011632825255658,2.680000066757202,3.4200000762939453,0.1270346627905225,0.1360789464052961,0.0096277039430304,3.256250208616257,8.375000208616257,0.8143358340913438,0.7836257330325448,0.6111940146262678,2
GBX.bk,SET,2025-02-04,Capital Markets,Financial Services,205828176.0,1.447,0.100959994,0.47337276,73.289,0.04025,1.78,0.06,217998000.0,1276317000.0,27119865.0,2024-09-30,106326500.0,0.0385,-1.3562782094423111,0.6732619902605388,0.6499999761581421,0.6399999856948853,0.131759730504535,0.018148693548549,0.5165789352377101,-13.283333730697631,10.833332935969036,-0.0798754478288315,1.0156249854480843,2.226153927808685,0
GC.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,3163574272.0,0.107,0.03066,3.6728625,175.208,0.30882,1.26,0.41,241392000.0,366371000.0,239258604.0,2024-09-30,21156000.0,0.3631,0.1117740671396462,0.2564664809939622,4.940000057220459,4.669412136077881,0.0756292040043496,0.3936708947402194,0.0066873726301438,11.787805017610877,12.048780627366972,1.0779585046604498,1.0579490336806854,0.0216599187774513,2
GEL.bk,SET,2025-02-04,Building Materials,Basic Materials,6075852800.0,0.009,-0.13186,0.14705883,120.077,-0.12937,0.654,-0.08,8071654000.0,-1015716000.0,-391550246.0,2024-09-30,128181000.0,-0.0227,-1.739444368902643,1.338840894379255,0.0599999986588954,0.1000000014901161,-0.0644436688788773,-0.0554923025117284,0.0210967915483403,-0.6374999832361936,-0.7499999832361937,0.004311721585608,0.5999999776482585,0.1500000033527613,0
GENCO.bk,SET,2025-02-04,Waste Management,Industrials,537127296.0,0.069,-0.22184,0.3633061,6.627,-0.05276,3.346,-0.05,1009344000.0,307049000.0,-10190508.0,2024-09-30,22371000.0,-0.0232,-0.2800384280908333,0.3364129206245607,0.4099999964237213,0.4000000059604645,-0.0189722400553629,-0.0077412353301787,0.0416493448882553,-6.8199999284744255,-8.199999928474426,0.2928169531723936,1.0249999757856134,0.1682926843947842,0
GFPT.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,13703328768.0,2.403,0.10421,0.5965796,26.422,0.110360004,2.596,1.59,18763830000.0,4828568000.0,1435783114.48,2024-09-30,178653000.0,0.0443,-5.492616289422556,0.3879886143949054,9.149999618530272,12.600000381469728,0.1047762291037517,0.0608578710176049,0.0130371972405121,4.243395986497027,5.754716741214009,-0.0104771868959719,0.7261904239294136,0.2626229617686021,0
GGC.bk,SET,2025-02-04,Chemicals,Basic Materials,3229910784.0,1.8,-0.02238,0.4359673,10.413,-0.04191,4.947,-0.39,5718578000.0,4641927000.0,209973871.0,2024-09-30,-152159500.0,0.0399,5.410208692536564,0.6521824631621566,4.0,4.800000190734863,0.0650091860246255,0.020266760259273,-0.0471095055484975,-5.641025641025641,-10.256410256410255,-0.0189575131742312,0.8333333002196431,0.45,0
GIFT.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,3352988672.0,0.37,0.052789997,2.0221949,32.376,0.24139999,9.85,0.08,1251315000.0,1291141000.0,426050478.0,2024-09-30,126333000.0,-0.0049,0.4939555351623441,-0.1625303023711992,0.550000011920929,3.7799999713897705,0.1270658864904152,0.1675743761150635,0.0376777294402979,2.250000149011612,6.875000149011612,0.1391825712966667,0.1455026497576172,0.6727272581463021,2
GJS.bk,SET,2025-02-04,Steel,Basic Materials,1922370560.0,0.085,-0.03192,0.27139872,0.061,-0.03336,7.453,-0.03,8001771000.0,3731770000.0,-893282583.0,2024-09-30,-321500.0,0.0352,-1.2877339075660077,0.3124311860420842,0.1199999973177909,0.1800000071525573,-0.4646776233402159,-0.0761306908971469,-0.0001672414292486,-1.1666665772596994,-3.999999910593033,0.0310623171999375,0.6666666252745539,0.7083333491658175,1
GLAND.bk,SET,2025-02-04,Real Estate Services,Real Estate,18020800512.0,0.011,0.2742,0.49689445,40.724,0.02717,0.264,0.07,29307097000.0,-1018074000.0,888515545.0,2024-09-30,135485500.0,0.0344,-0.0306319854575237,-0.3734251968574779,1.2200000286102295,1.409999966621399,0.0493049986546568,0.0314084917319343,0.0075182842132779,17.271428980146137,17.42857183728899,-5.6896644396284906,0.8652482677241179,0.0090163932311794,0
GLOBAL.bk,SET,2025-02-04,Home Improvement Retail,Consumer Cyclical,59162755072.0,0.2,0.07418,2.0505073,46.267,0.10148,1.251,0.43,23645235000.0,3031386000.0,2718705425.0,2024-09-30,541219000.0,0.1412,0.0549629831670429,1.240643894948515,9.350000381469728,14.300000190734863,0.0459529888642167,0.1019134104353021,0.0091479681658054,21.27907065458076,21.74418693365053,3.956151154962936,0.6538461718012913,0.021390373458847,0
GLOCON.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,1336656512.0,0.011,-0.17873,0.75000006,92.125,-0.39931,0.752,-0.13,1245928000.0,-222883000.0,-153326946.0,2024-09-30,57568500.0,-0.1372,-0.0284406421051093,0.3500049246630962,0.1700000017881393,0.2399999946355819,-0.1147093098514751,-0.1498731199507353,0.0430690304376417,-1.223076936831841,-1.3076923214472256,0.4597970455850919,0.7083333566163982,0.0647058816723345,0
GPI.bk,SET,2025-02-04,Advertising Agencies,Communication Services,796229376.0,0.311,0.15656,1.2622149,1.188,0.13193,4.305,0.19,655887070.15,170859251.05,136605045.32999998,2024-09-30,-86063176.36,0.0839,0.2245179034571919,-0.1363121591053542,1.5700000524520874,1.4927072525024414,0.1715649402641481,0.1652321175517557,-0.1080884214450284,6.626316065537302,8.26315817080046,0.3680400557622332,1.051780280306181,0.1980891653565667,2
GPSC.bk,SET,2025-02-04,Utilities - Regulated Electric,Utilities,204136579072.0,8.057,0.04044,0.8079378,110.718,0.03771,1.753,1.25,234611471135.0,19638425307.0,8083944291.0,2024-09-30,5732436147.5,0.0287,-2.0958328672314948,1.444055992942305,30.5,39.84972381591797,0.0396006650437144,0.0317952707321716,0.0280813765644526,17.9544,24.4,-0.1164214970644646,0.7653754425223087,0.2641639344262295,0
GRAMMY.bk,SET,2025-02-04,Entertainment,Communication Services,7557660672.0,2.048,0.01821,4.606414,51.731,0.040939998,0.925,0.16,5733986000.0,-159954000.0,310240962.0,2024-09-30,104138500.0,0.0207,-0.4239638343847383,0.2681897119582235,7.900000095367432,6.699999809265137,0.0410498665479116,0.0556582671215378,0.013779197627358,36.57500059604644,49.37500059604645,-1.1646040674129687,1.1791045254125032,0.2592405031996074,0
GRAND.bk,SET,2025-02-04,Lodging,Consumer Cyclical,12735217664.0,0.162,-0.30328,0.18237081,484.692,-0.25937998,0.527,-0.07,9457380000.0,-159401000.0,15558499.0,2024-09-30,-212185000.0,-0.0467,-4.00974749439673,0.9377633686699888,0.050000000745058,0.0900000035762786,0.0012216908584123,0.00167332051406,-0.01666127785156,1.5999999893563133,-0.7142857249294008,0.0017813733306836,0.5555555417581847,3.2399999517202387,0
GREEN.bk,SET,2025-02-04,Utilities - Renewable,Utilities,839983488.0,0.248,0.25259,0.97137016,29.153,0.03847,6.952,0.03,732243000.0,272253000.0,44945000.0,2024-09-30,1215500.0,0.0106,-0.1869534674412645,0.3683910727055361,0.9900000095367432,0.9800000190734864,0.0535070041757773,0.0447438317325305,0.0014470522544366,24.73333365122477,33.00000031789144,-1.7651451331470545,1.0102040717026832,0.2505050480919168,0
GROREIT.bk,SET,2025-02-04,REIT - Hotel & Motel,Real Estate,4102201088.0,0.063,0.74064004,0.78469163,39.796,0.07661,237.981,0.8,4515057000.0,413047000.0,329955538.68,2024-09-30,69817500.0,0.0736,0.2787296919728116,0.2013140045818358,8.550000190734863,8.178046226501465,0.0804337797201617,0.0669538505437385,0.0170195215939643,10.608750238418578,10.68750023841858,0.3834360151146394,1.0454820080409988,0.0073684208882555,0
GULF.bk,SET,2025-02-04,Utilities - Renewable,Utilities,1052637659136.0,2.907,0.13834,5.86252,209.6,0.14904,0.994,1.61,402728422000.0,11757845000.0,19551880161.0,2024-09-30,-1011394000.0,0.04,0.2683412351638145,1.4062410013160187,57.25,47.5,0.0185741788651643,0.0471713581791601,-0.0009608187501387,33.75341614906832,35.55900621118012,1.3251413331787183,1.2052631578947368,0.0507772925764192,0
GUNKUL.bk,SET,2025-02-04,Utilities - Independent Power Producers,Utilities,35408674816.0,0.17,0.16035,1.2270715,115.355,0.09387,1.085,0.15,25438615000.0,1836860000.0,1680711479.0,2024-09-30,537941000.0,0.0646,-0.2307260214963359,1.402789941313635,1.9299999475479128,1.918928623199463,0.0474660937675233,0.0616198793604877,0.0151923505410861,11.733332983652751,12.866666316986084,-0.5576599567548308,1.0057695342153947,0.088082903948255,0
GVREIT.bk,SET,2025-02-04,REIT - Office,Real Estate,6963184128.0,1.707,0.45666,0.6019189,30.801,0.057729997,20.735,0.55,11791467100.0,-31814967.0,800430812.0,2024-09-30,215095162.0,0.0685,-0.0126276044288891,0.5756449794053721,6.599999904632568,4.961766242980957,0.1149518377348874,0.0680658579817873,0.0308903452854377,8.896363462968306,11.999999826604668,-9.502989972627995,1.3301714714934625,0.2586363673735585,2
GYT.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,3252513024.0,20.691,0.00465,0.3525396,59.13,0.00815,0.568,15.52,6400103000.0,-1655444000.0,153900000.0,2024-09-30,-42793000.0,0.001,-1.5617928124966334,-0.0730162858432976,174.0,161.0,0.0473172586441271,0.0324364722522735,-0.0131569035033016,9.878157216494843,11.211340206185568,-0.0717850672411756,1.0807453416149069,0.1189137931034482,0
HANA.bk,SET,2025-02-04,Electronic Components,Technology,17805799424.0,11.919,0.05889,0.66522884,5.222,0.05668,4.322,1.35,12235906000.0,18248445000.0,583904972.0,2024-09-30,1207199000.0,0.0656,-0.0410088061880576,1.1425227877712931,22.5,41.12946319580078,0.0327929658251102,0.0191542530132919,0.0677980792242805,7.837777777777777,16.666666666666664,-4.064167727837991,0.547053091670236,0.5297333333333334,0
HENG.bk,SET,2025-02-04,Credit Services,Financial Services,12623343616.0,0.031,0.102690004,0.77998525,165.897,0.03314,3.525,0.04,9642719000.0,496239000.0,407558555.0,2024-09-30,799677000.0,0.0712,0.1342402655120717,2.496657362925157,1.090000033378601,1.0399999618530271,0.0322861016381921,0.0401972821072934,0.063349063792133,26.47500083446503,27.250000834465027,2.029942411877496,1.0480769936149668,0.0284403661015599,0
HFT.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,1685691776.0,1.979,0.09227,0.7996938,5.723,0.07693,3.6,0.42,1683677584.0,1808415411.0,368996253.0,2024-09-30,41156146.5,0.1159,-0.1916456699408291,0.3683651355084459,4.239999771118164,4.029288768768311,0.2188990052947853,0.1056662160854052,0.0244149891966964,5.383332788376581,10.095237550281343,-0.5267657523072793,1.0522948377349148,0.4667453082145101,2
